num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,179,28,8,2,KIXSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,72,21,6,1,DPSICN,South Korea,0,0,1,6.62,0
2,Internet,RoundTrip,2,3,14,4,COKPER,Australia,1,1,0,5.62,0
1,Mobile,RoundTrip,70,5,17,2,CTSDMK,Thailand,1,0,0,8.67,1
3,Internet,RoundTrip,26,4,0,6,ICNKBR,Malaysia,1,1,1,6.62,1
4,Internet,RoundTrip,332,24,11,1,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,RoundTrip,8,4,15,6,PENTPE,Malaysia,0,0,0,4.67,1
1,Internet,RoundTrip,9,18,3,5,HKTPER,Australia,1,1,1,5.62,1
1,Mobile,RoundTrip,22,40,23,4,DMKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,77,4,14,1,DPSPUS,South Korea,0,0,0,6.33,0
2,Internet,RoundTrip,19,22,12,1,MRUPER,Australia,1,0,0,7.42,0
2,Internet,RoundTrip,71,5,15,1,DPSKIX,Japan,0,0,0,7.0,1
1,Internet,RoundTrip,36,20,8,5,GOIOOL,India,0,0,1,8.83,0
2,Internet,RoundTrip,122,38,12,1,HKGSYD,Australia,1,0,1,8.58,0
2,Mobile,RoundTrip,234,31,17,6,AKLPEK,China,0,1,1,6.42,1
2,Internet,RoundTrip,116,22,1,4,MRUSYD,Australia,1,0,1,8.58,1
2,Internet,RoundTrip,166,29,1,4,CNXOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,32,193,11,1,DMKPER,India,1,1,1,5.62,0
2,Internet,RoundTrip,34,3,8,4,KIXSIN,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,181,178,15,5,PERTRZ,India,1,0,1,5.62,0
1,Internet,RoundTrip,160,6,14,6,HNDSIN,Japan,0,1,0,7.57,0
2,Mobile,RoundTrip,14,4,4,5,PVGSUB,Indonesia,1,0,1,5.33,1
2,Internet,RoundTrip,123,5,10,6,MELSGN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,60,21,5,4,SGNSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,304,4,16,1,BDOPEK,Indonesia,1,0,0,6.42,0
1,Internet,RoundTrip,17,90,2,6,PVGSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,178,6,10,1,CTSDMK,Thailand,0,0,1,8.67,0
1,Internet,CircleTrip,53,25,2,6,IKASYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,312,48,3,5,KCHMEL,Malaysia,1,1,1,8.83,0
9,Internet,RoundTrip,63,6,7,4,CTUKBV,China,1,0,0,4.72,0
2,Internet,RoundTrip,270,42,15,5,AKLKUL,Malaysia,1,0,1,8.83,1
1,Internet,RoundTrip,59,18,7,3,KNOOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,18,5,23,5,HNDPEN,Japan,0,1,0,7.57,0
1,Internet,RoundTrip,197,5,10,6,BWNTPE,Brunei,1,1,1,4.67,0
1,Internet,RoundTrip,105,21,9,2,HNDSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,27,6,4,3,MFMOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,325,28,5,5,SGNSYD,Australia,1,1,0,8.58,0
3,Internet,RoundTrip,30,4,5,4,HKTKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,28,4,12,7,CCUPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,150,46,12,4,CMBMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,2,2,0,4,DMKHND,Thailand,0,0,0,7.57,1
2,Internet,RoundTrip,40,4,6,7,DMKPER,Thailand,0,0,0,5.62,0
3,Internet,RoundTrip,83,21,4,6,KTMMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,6,82,11,5,ICNSYD,South Korea,1,1,1,8.58,0
1,Internet,RoundTrip,41,20,12,7,ICNPER,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,13,58,8,1,IKALOP,Indonesia,1,1,0,8.15,0
4,Internet,RoundTrip,89,23,0,7,CMBOOL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,102,26,9,4,PEKPER,Australia,1,0,1,6.42,0
2,Internet,RoundTrip,423,4,3,1,DMKKIX,Thailand,1,0,1,7.0,0
1,Mobile,RoundTrip,23,90,5,3,PUSSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,10,29,10,7,MELVTZ,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,7,1,12,2,DMKICN,Thailand,1,0,1,6.62,0
1,Mobile,RoundTrip,22,19,1,2,MELPNH,Nepal,1,1,1,8.83,0
3,Internet,RoundTrip,99,29,7,2,IKASYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,53,4,14,3,DPSICN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,45,4,16,4,KIXMLE,Japan,1,0,0,7.0,1
1,Internet,RoundTrip,52,20,13,2,PENTPE,Malaysia,1,1,1,4.67,0
2,Internet,RoundTrip,5,85,2,2,CMBMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,96,103,15,7,HKGSYD,Hong Kong,1,1,1,8.58,1
1,Internet,RoundTrip,56,30,1,4,DMKOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,34,6,7,7,DPSPVG,China,1,0,0,5.33,0
3,Internet,RoundTrip,33,5,0,2,CTUTWU,China,1,0,0,4.72,0
1,Internet,RoundTrip,93,17,8,4,MRUSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,53,3,15,7,CTSLGK,Japan,0,0,1,8.67,0
2,Internet,RoundTrip,144,6,5,6,MLETPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,228,24,9,1,DACSYD,Australia,1,0,1,8.58,0
1,Mobile,RoundTrip,108,5,15,6,KBRKIX,Malaysia,1,1,0,7.0,0
1,Internet,RoundTrip,8,4,5,2,DMKPER,Thailand,1,0,0,5.62,1
1,Internet,RoundTrip,224,21,5,1,MELPEN,Australia,1,0,0,8.83,1
1,Mobile,RoundTrip,6,17,14,2,KNOTPE,Indonesia,1,1,0,4.67,0
1,Internet,RoundTrip,5,5,9,1,PERSBW,Malaysia,1,1,1,5.62,1
2,Internet,RoundTrip,162,18,7,2,AKLKUL,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,242,22,0,7,AKLKUL,New Zealand,1,0,0,8.83,0
3,Internet,RoundTrip,2,28,11,7,CGKIKA,United Arab Emirates,1,0,1,8.15,0
2,Internet,RoundTrip,60,37,11,4,OOLPEN,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,105,4,13,7,JOGKIX,Japan,1,0,0,7.0,0
9,Mobile,RoundTrip,98,6,11,5,KBVPEK,China,0,0,0,6.42,0
2,Internet,RoundTrip,11,89,11,4,SGNSYD,Vietnam,1,0,0,8.58,0
1,Internet,RoundTrip,21,31,7,6,JOGSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,105,35,15,3,MAAPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,10,3,23,7,MFMPER,Macau,1,1,1,5.62,1
1,Internet,RoundTrip,311,34,9,2,KCHPER,Malaysia,0,0,0,5.62,0
1,Internet,RoundTrip,29,29,0,2,SYDSZX,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,85,5,15,4,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,163,93,6,3,KTMPEN,Malaysia,1,1,0,4.75,0
1,Internet,RoundTrip,7,4,8,4,BKIPER,Malaysia,1,0,0,5.62,1
1,Internet,RoundTrip,13,27,13,3,MELPEK,Thailand,0,0,1,8.83,0
1,Internet,RoundTrip,18,30,4,3,HKTOOL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,53,3,6,3,KIXSIN,Japan,0,1,1,7.0,0
1,Internet,RoundTrip,30,3,14,3,DMKICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,212,21,0,3,PERPNH,Australia,1,0,1,5.62,0
2,Mobile,RoundTrip,7,22,10,2,PNHSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,76,5,14,3,DPSPVG,United States,1,0,0,5.33,0
1,Internet,RoundTrip,9,33,1,5,DADOOL,Australia,1,0,1,8.83,0
1,Mobile,RoundTrip,77,5,3,7,DPSICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,50,5,5,7,HNDSIN,United States,1,1,1,7.57,1
1,Mobile,RoundTrip,230,6,22,6,BKICTS,Japan,1,1,1,8.67,0
2,Internet,RoundTrip,30,3,7,4,KCHMEL,Malaysia,1,1,0,8.83,0
1,Internet,RoundTrip,131,28,9,4,KCHPEK,Malaysia,1,0,0,6.42,0
1,Internet,RoundTrip,27,19,3,3,PUSSYD,New Zealand,0,0,0,8.58,0
1,Internet,RoundTrip,1,5,7,5,DPSKIX,Japan,0,0,0,7.0,0
1,Mobile,RoundTrip,142,116,11,5,MNLPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,5,5,9,3,PVGSIN,Malaysia,1,1,0,5.33,1
2,Internet,RoundTrip,30,1,11,6,KIXMEL,Japan,0,1,1,8.83,0
2,Mobile,RoundTrip,68,5,12,7,DMKHND,Japan,0,1,0,7.57,0
1,Internet,RoundTrip,113,24,11,2,CCUMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,13,19,12,4,DMKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,244,4,17,7,ICNSIN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,16,5,11,1,MELPEN,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,386,39,13,7,MELTRZ,Australia,1,1,1,8.83,0
1,Mobile,RoundTrip,19,89,13,5,MELPEN,Australia,1,1,1,8.83,0
7,Internet,RoundTrip,33,4,7,5,KIXREP,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,210,90,15,7,BWNPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,72,18,15,5,ICNPER,Australia,0,0,0,6.62,0
1,Internet,RoundTrip,130,29,12,1,PENPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,8,3,12,2,CGKICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,193,43,20,2,AKLKUL,New Zealand,1,0,0,8.83,0
1,Mobile,RoundTrip,114,32,11,3,DMKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,100,31,4,5,ICNMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,16,46,3,4,ICNTRZ,India,1,0,0,6.62,0
2,Internet,RoundTrip,72,21,12,5,KIXMEL,Australia,1,0,0,8.83,0
3,Internet,RoundTrip,43,43,2,4,MELSGN,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,135,4,12,7,DPSKIX,Japan,1,1,1,7.0,1
1,Internet,RoundTrip,58,4,13,2,PERTPE,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,22,18,12,5,DPSPEK,China,0,0,0,6.42,0
1,Mobile,RoundTrip,110,5,3,1,HGHTWU,China,0,1,0,5.07,0
1,Internet,RoundTrip,17,2,6,1,COKKIX,Japan,0,1,0,7.0,0
1,Mobile,RoundTrip,1,4,16,4,ICNJHB,Singapore,1,0,0,6.62,0
1,Internet,RoundTrip,13,17,15,5,HKTICN,Australia,1,0,1,6.62,1
1,Internet,RoundTrip,8,23,14,1,ICNPEN,Malaysia,1,0,0,6.62,0
2,Internet,RoundTrip,153,18,5,7,HKTMEL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,284,46,22,7,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,RoundTrip,89,62,14,5,HGHMYY,China,1,1,0,5.07,0
1,Internet,RoundTrip,25,6,8,5,DMKOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,26,25,12,5,HKGPER,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,292,5,8,7,CGKSYD,Indonesia,0,1,1,8.58,0
2,Internet,RoundTrip,112,19,14,3,HNDPER,Australia,1,1,0,7.57,0
5,Internet,RoundTrip,17,31,2,6,MAAPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,93,6,11,3,DMKKIX,Thailand,1,0,0,7.0,0
2,Internet,RoundTrip,6,5,11,4,KIXPEN,Thailand,1,1,0,7.0,0
3,Mobile,RoundTrip,158,6,9,7,ICNMLE,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,84,6,12,1,CTSDMK,Thailand,1,0,0,8.67,0
3,Internet,RoundTrip,4,26,11,3,PEKSUB,China,1,0,0,6.42,0
3,Internet,RoundTrip,6,86,6,4,BWNDEL,Brunei,1,0,1,5.52,0
1,Internet,RoundTrip,206,18,9,4,MELSBW,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,208,37,5,3,HKTSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,68,5,1,5,ICNPEN,United States,1,1,1,6.62,0
1,Internet,RoundTrip,315,18,14,3,MELSBW,Malaysia,1,1,0,8.83,0
2,Internet,RoundTrip,171,6,14,3,DPSWUH,China,1,1,1,5.13,0
1,Internet,RoundTrip,7,3,1,2,HKTOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,48,181,10,2,MAAPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,45,22,6,7,IKAOOL,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,8,5,14,1,CGKICN,South Korea,0,1,0,6.62,0
1,Mobile,RoundTrip,0,3,8,7,CNXKIX,Japan,0,1,0,7.0,0
5,Internet,RoundTrip,21,4,23,7,HKTKIX,Japan,1,0,1,7.0,0
2,Internet,RoundTrip,7,5,8,7,DPSHND,Japan,1,0,0,7.57,1
1,Internet,RoundTrip,20,26,14,2,PERTPE,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,110,43,5,4,CCUPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,4,4,5,4,ICNKCH,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,63,17,10,4,COKKIX,Japan,0,0,1,7.0,0
1,Internet,RoundTrip,3,27,15,1,JHBPEK,China,1,0,1,6.42,1
1,Internet,RoundTrip,27,4,8,4,MELMNL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,263,58,4,7,AKLKUL,Malaysia,0,1,0,8.83,0
1,Internet,RoundTrip,395,6,5,7,DPSICN,South Korea,0,1,1,6.62,0
1,Internet,OneWay,147,5,9,4,HKTICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,69,4,12,4,PEKSIN,China,0,0,1,6.42,0
1,Internet,RoundTrip,107,24,14,5,AKLICN,South Korea,0,1,0,6.62,0
1,Internet,RoundTrip,5,168,2,3,HYDSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,10,18,18,7,DACMEL,Bangladesh,1,1,1,8.83,0
1,Internet,RoundTrip,157,87,0,6,OOLTPE,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,4,19,6,4,CMBSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,22,4,2,2,HKGSYD,Australia,1,1,1,8.58,1
1,Internet,RoundTrip,19,24,21,3,DMKMEL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,207,6,5,2,HKTPER,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,46,21,20,1,ICNPER,Australia,1,0,0,6.62,0
3,Internet,RoundTrip,233,6,14,2,MYYPER,Malaysia,1,0,0,5.62,0
1,Internet,RoundTrip,7,4,12,2,HKTSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,25,22,8,7,HKGMRU,United States,1,0,1,7.42,1
1,Internet,RoundTrip,86,5,5,1,MELSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,96,4,20,7,KBVOOL,Australia,0,1,1,8.83,0
2,Internet,RoundTrip,54,18,13,1,PENPER,Australia,1,0,0,5.62,0
1,Mobile,RoundTrip,25,4,7,7,OOLSIN,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,4,6,2,2,HKTXIY,China,1,1,1,5.0,1
1,Internet,RoundTrip,3,162,1,3,KIXSIN,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,6,2,3,2,PENPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,58,90,2,4,JHBKTM,Malaysia,1,0,0,4.75,0
3,Mobile,RoundTrip,30,3,13,1,PUSSIN,South Korea,0,0,0,6.33,0
4,Internet,RoundTrip,273,20,1,2,CEBMEL,Philippines,1,0,1,8.83,1
1,Internet,RoundTrip,239,6,3,1,CTUSGN,Vietnam,0,0,0,4.72,0
1,Internet,RoundTrip,2,89,12,5,CGKHND,Japan,1,0,0,7.57,1
1,Internet,RoundTrip,145,18,6,7,CNXPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,17,5,17,3,DMKSYD,Thailand,0,0,0,8.58,1
1,Internet,RoundTrip,1,1,4,6,PEKSIN,Singapore,0,0,0,6.42,1
2,Internet,RoundTrip,179,6,8,3,PENPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,241,5,18,7,ICNMEL,South Korea,0,0,1,8.83,0
4,Internet,RoundTrip,170,37,7,4,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,106,92,10,2,MELSBW,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,33,142,11,6,BDOKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,33,2,15,7,CNXTPE,Taiwan,0,0,1,4.67,0
2,Internet,RoundTrip,21,6,17,7,CKGHKT,China,1,0,0,4.83,0
2,Internet,RoundTrip,62,6,1,5,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,70,4,9,3,CTSSGN,Japan,0,0,1,8.67,0
1,Internet,RoundTrip,18,6,10,3,CTSMYY,Japan,1,1,1,8.67,0
1,Internet,RoundTrip,208,44,3,3,DMKOOL,Australia,1,0,0,8.83,0
1,Mobile,RoundTrip,243,6,6,3,CGKPEK,Indonesia,0,0,1,6.42,0
1,Internet,RoundTrip,54,56,6,4,CMBSYD,Australia,1,0,1,8.58,0
8,Internet,RoundTrip,53,5,9,2,BKIPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,14,92,4,1,CEBMEL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,236,19,12,3,HNDPER,Australia,1,0,0,7.57,0
1,Internet,RoundTrip,58,35,1,5,CCUSYD,Australia,1,1,1,8.58,0
4,Internet,RoundTrip,51,6,15,3,BKICTU,China,1,0,0,4.72,0
1,Internet,RoundTrip,14,6,10,1,BKIOOL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,57,21,10,5,OOLTPE,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,111,3,0,1,ICNSIN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,20,6,13,6,DACSYD,Saudi Arabia,1,1,1,8.58,0
1,Internet,RoundTrip,161,149,8,2,CGKKIX,Switzerland,1,1,0,7.0,1
2,Internet,RoundTrip,72,27,6,4,CMBSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,107,30,10,4,CMBMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,19,65,12,5,CGKPEK,China,1,1,1,6.42,0
1,Internet,RoundTrip,53,20,14,4,PERPVG,United Kingdom,1,0,0,5.62,0
1,Internet,RoundTrip,388,22,7,2,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,33,35,10,6,MELSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,2,6,11,5,COKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,109,29,9,2,MELRGN,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,12,44,10,1,DELMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,247,5,7,3,KBVXIY,China,0,1,1,5.0,0
1,Internet,RoundTrip,42,4,10,4,JHBPEK,Malaysia,0,0,0,6.42,0
1,Mobile,RoundTrip,4,21,10,5,KIXSUB,Japan,1,0,1,7.0,1
1,Internet,RoundTrip,73,42,10,1,DMKMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,16,26,2,1,CMBSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,72,4,11,7,ICNSIN,South Korea,1,1,0,6.62,0
2,Internet,RoundTrip,30,28,16,3,PERSBW,Australia,1,1,0,5.62,0
5,Internet,RoundTrip,25,5,8,3,ICNSBW,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,2,4,8,5,HNDPER,United Kingdom,1,1,0,7.57,0
1,Mobile,RoundTrip,254,6,7,7,DPSHND,Japan,1,1,1,7.57,0
1,Internet,RoundTrip,16,61,9,4,AKLKUL,Malaysia,1,1,1,8.83,0
1,Internet,RoundTrip,46,36,14,1,CGKMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,143,6,14,3,KCHTPE,Taiwan,1,1,0,4.67,1
2,Mobile,RoundTrip,8,2,1,5,ICNSIN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,63,29,14,7,HNDKCH,Japan,1,0,1,7.57,0
1,Internet,RoundTrip,1,6,12,2,MELPEN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,19,22,11,4,SGNSYD,Australia,0,1,0,8.58,0
3,Internet,RoundTrip,76,5,1,4,MELSIN,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,28,57,16,4,CKGTRZ,China,1,0,1,4.83,0
1,Internet,RoundTrip,15,5,13,1,CGKPVG,Malaysia,1,1,0,5.33,1
1,Internet,RoundTrip,11,4,9,4,HKTTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,11,60,3,6,MAAPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,99,23,12,1,CMBSYD,Australia,1,1,0,8.58,0
2,Internet,RoundTrip,48,6,15,6,HNDKCH,Japan,1,1,1,7.57,0
2,Internet,RoundTrip,44,3,3,1,ICNSIN,South Korea,1,0,1,6.62,0
1,Mobile,RoundTrip,8,6,9,4,KNOSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,2,6,7,2,ICNLGK,Russia,0,0,0,6.62,0
1,Internet,RoundTrip,23,20,4,1,CGKKIX,Indonesia,1,0,0,7.0,0
1,Internet,RoundTrip,27,17,2,4,HKTPER,Australia,1,1,1,5.62,1
1,Internet,RoundTrip,211,23,21,7,CMBMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,9,230,9,3,CKGPNH,Taiwan,1,0,1,4.83,0
1,Internet,RoundTrip,298,88,16,7,AKLKUL,United Kingdom,0,0,0,8.83,0
1,Internet,RoundTrip,20,21,4,3,OOLPEN,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,22,24,7,4,AKLKUL,New Zealand,1,0,0,8.83,0
2,Internet,RoundTrip,57,123,14,6,DPSHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,44,21,11,5,SGNSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,10,4,6,1,DMKPER,Australia,1,0,1,5.62,1
1,Internet,RoundTrip,2,6,11,1,DMKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,40,17,7,1,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,30,4,4,1,CNXTPE,Taiwan,0,0,0,4.67,0
3,Internet,RoundTrip,238,28,23,1,MELSGN,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,222,23,9,6,AKLKUL,Malaysia,0,0,1,8.83,1
3,Internet,RoundTrip,70,27,11,4,COKMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,272,21,14,2,AKLICN,New Zealand,1,0,0,6.62,0
4,Internet,RoundTrip,353,6,15,6,CGKICN,Indonesia,1,0,0,6.62,0
1,Internet,RoundTrip,3,88,15,4,HKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,60,2,14,5,DPSICN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,88,4,6,4,CGKCTS,Japan,1,1,1,8.67,1
1,Internet,RoundTrip,49,21,13,1,DPSMEL,Australia,0,0,0,8.83,0
1,Mobile,RoundTrip,125,20,11,2,DADOOL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,64,5,17,4,DELDPS,India,1,0,0,5.52,0
1,Internet,RoundTrip,43,84,10,1,MELPVG,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,92,83,4,1,KCHSYD,Malaysia,1,0,0,8.58,0
1,Mobile,RoundTrip,60,45,6,7,PERPUS,South Korea,1,0,0,6.33,0
1,Internet,RoundTrip,77,5,11,2,HKGMEL,Hong Kong,0,0,0,8.83,0
1,Mobile,OneWay,6,2,12,3,SYDTWU,Malaysia,0,0,1,8.58,0
1,Internet,RoundTrip,110,5,1,2,CMBHND,Japan,0,0,1,7.57,0
1,Mobile,RoundTrip,106,6,11,5,PENTPE,Taiwan,1,0,0,4.67,0
2,Internet,RoundTrip,31,6,15,3,HKTPER,Australia,1,0,1,5.62,0
1,Mobile,RoundTrip,269,20,6,7,AKLKUL,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,70,18,7,1,HNDSUB,Japan,0,0,0,7.57,0
2,Internet,RoundTrip,371,4,1,3,DMKPVG,Thailand,1,0,0,5.33,0
2,Internet,RoundTrip,71,4,3,3,HKTPEK,China,1,0,0,6.42,0
2,Internet,RoundTrip,118,4,13,3,HKTICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,85,183,23,7,OOLSGN,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,195,6,12,4,AKLKUL,Malaysia,1,1,0,8.83,0
3,Internet,RoundTrip,294,5,10,3,ICNJHB,Malaysia,1,0,1,6.62,1
2,Internet,RoundTrip,280,18,23,2,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,32,62,14,3,COKPER,India,1,1,1,5.62,1
1,Internet,RoundTrip,162,6,7,3,DMKMEL,Thailand,0,0,0,8.83,0
1,Internet,RoundTrip,321,3,10,4,DPSKIX,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,39,22,6,1,MELPUS,South Korea,0,0,0,8.83,0
1,Mobile,RoundTrip,12,20,8,2,AKLKUL,New Zealand,1,0,0,8.83,0
1,Internet,RoundTrip,14,35,10,2,ICNSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,80,40,6,4,CRKOOL,Australia,1,0,0,8.83,0
4,Internet,RoundTrip,175,34,10,5,PENPER,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,310,4,7,1,CGKPEK,Indonesia,0,0,0,6.42,0
1,Internet,RoundTrip,78,49,4,1,SGNSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,82,23,10,6,DMKOOL,Australia,0,0,0,8.83,0
1,Mobile,RoundTrip,1,4,8,3,KIXPEN,Malaysia,1,0,0,7.0,0
2,Internet,RoundTrip,97,5,2,3,BKICTS,Malaysia,1,1,1,8.67,0
1,Mobile,RoundTrip,34,56,15,4,ICNSYD,South Korea,0,1,1,8.58,0
1,Internet,RoundTrip,17,24,10,5,DMKPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,188,17,12,5,PENSYD,Australia,1,0,1,8.58,0
2,Mobile,RoundTrip,18,4,12,7,HKTHND,Japan,0,1,1,7.57,0
3,Internet,RoundTrip,11,27,4,1,KNOTPE,Indonesia,1,0,0,4.67,0
1,Mobile,RoundTrip,28,2,22,5,KIXSGN,Japan,0,1,0,7.0,0
2,Internet,RoundTrip,20,79,11,2,AKLKUL,Malaysia,1,0,0,8.83,0
2,Internet,RoundTrip,15,4,13,5,DMKMEL,Australia,0,1,0,8.83,0
